given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,id,given_name_n,surname_n,address_1_n,address_2_n,suburb_n,state_n,date_of_birth_n,postcode_n,block_key,cluster_id
jenna,rodaro,,livingston avenue,st franis room,mooroolbark,3977,qls,19830926.0,8979554,id0158204211,jenna,rodaro,livingston avenue,st franis room,mooroolbark,qls,1970-01-01,3977,3977_ro,709
aidan,blackcwell,2.0,crosshills,eddy crescent,white patch,2121,vic,19980911.0,5406026,id7605595957,aidan,blackcwell,crosshills,eddy crescent,white patch,vic,1970-01-01,2121,2121_bl,710
campbell,matthews,95.0,derrington crescent,the meajdows,centennial park,2073,nsw,19750315.0,3771528,id5138892661,campbell,matthews,derrington crescent,the meajdows,centennial park,nsw,1970-01-01,2073,2073_ma,711
chloe,lovelock,52.0,healy street,wandary hill,springvale south,2528,act,19370419.0,8539701,id9691731869,chloe,lovelock,healy street,wandary hill,springvale south,act,1970-01-01,2528,2528_lo,712
annabdlle,weetra,4.0,firbank close,fronda,riverhills,2025,sa,19490420.0,4285598,id8876534277,annabdlle,weetra,firbank close,fronda,riverhills,sa,1970-01-01,2025,2025_we,633
luke,snelling,134.0,postle circuit,white lodge,penrith,2283,nsw,19310131.0,3695855,id4330883581,luke,snelling,postle circuit,white lodge,penrith,nsw,1970-01-01,2283,2283_sn,713
joel,bishop,15.0,mcluckie crescent,allawah flats,branxton,2340,,19880214.0,5188002,id5725758645,joel,bishop,mcluckie crescent,allawah flats,branxton,,1970-01-01,2340,2340_bi,714
maddisvn,braithwaite,15.0,rosman circuit,,nhill,7237,nsw,19080131.0,9913172,id2877296246,maddisvn,braithwaite,rosman circuit,,nhill,nsw,1970-01-01,7237,7237_br,715
ella,cannell,18.0,mainwaring rich circuit,kincumber nautical vlge,asquith,4075,nsw,19570915.0,2076456,id0308836363,ella,cannell,mainwaring rich circuit,kincumber nautical vlge,asquith,nsw,1970-01-01,4075,4075_ca,716
kelsy,ketelaars,19.0,eldershaw place,brindabella specialist centre,burrum heads,7249,qld,19200423.0,9930712,id4985699032,kelsy,ketelaars,eldershaw place,brindabella specialist centre,burrum heads,qld,1970-01-01,7249,7249_ke,717
marcus,rei,290.0,geil s court,cambri vlge,narembjrn,6020,nsw,19400624.0,3592731,id1840123216,marcus,rei,geil s court,cambri vlge,narembjrn,nsw,1970-01-01,6020,6020_re,391
liam,laing,7.0,theodore street,,padstow,6004,vic,19391123.0,4137134,id0738942520,liam,laing,theodore street,,padstow,vic,1970-01-01,6004,6004_la,718
sonja,kleve,28.0,dallachy place,copely,keon park,4362,nsw,19880528.0,7042108,id6202245904,sonja,kleve,dallachy place,copely,keon park,nsw,1970-01-01,4362,4362_kl,719
george,blam,15.0,mcdonald street,burnside,mount eliza,6567,vic,19730806.0,3873535,id9857816831,george,blam,mcdonald street,burnside,mount eliza,vic,1970-01-01,6567,6567_bl,720
joel,ejlak,61.0,eppalock street,brentwood vlge,taigum,2644,nsw,19351102.0,1021508,id9742124395,joel,ejlak,eppalock street,brentwood vlge,taigum,nsw,1970-01-01,2644,2644_ej,721
natalia,george,22.0,glenview,woollum street,morweul,6056,wa,19540306.0,7746839,id4221786544,natalia,george,glenview,woollum street,morweul,wa,1970-01-01,6056,6056_ge,722
isabella,nguyen,16.0,wilshire street,erinsvale,rose bay,6207,vic,19760517.0,8693348,id4638906278,isabella,nguyen,wilshire street,erinsvale,rose bay,vic,1970-01-01,6207,6207_ng,723
meg,fauser,2.0,bimbiang crescent,garden creek,labrador,4034,qld,,3103165,id7894832689,meg,fauser,bimbiang crescent,garden creek,labrador,qld,,4034,4034_fa,724
liersch,michael,29.0,hallstrom circuit,,northampton,4405,nsw,19360816.0,8185284,id3102454103,liersch,michael,hallstrom circuit,,northampton,nsw,1970-01-01,4405,4405_mi,725
danik a,alhabsji,2.0,ewing street,oak dale,toowoomba,2161,vic,19020325.0,2643761,id5017158128,danik a,alhabsji,ewing street,oak dale,toowoomba,vic,1970-01-01,2161,2161_al,726
connor,rawlings,70.0,corin pace,oxford,kuraby,4216,qld,19330925.0,2464828,id0980466013,connor,rawlings,corin pace,oxford,kuraby,qld,1970-01-01,4216,4216_ra,158
bailey,dogg,,atherton street,golden lea,orange,6014,vic,19470823.0,3660677,id9382451766,bailey,dogg,atherton street,golden lea,orange,vic,1970-01-01,6014,6014_do,727
elton,waller,37.0,blacket street,,st kilda east,3221,wq,19920706.0,7876568,id0587223466,elton,waller,blacket street,,st kilda east,wq,1970-01-01,3221,3221_wa,728
joshua,leppard,4.0,murranji street,villa 19,erindale,6057,vic,19490620.0,2307117,id2601188630,joshua,leppard,murranji street,villa 19,erindale,vic,1970-01-01,6057,6057_le,729
bradley,bishop,14.0,newman morris circuit,shiloah,wickepih,2711,wa,19420604.0,2961403,id8895738811,bradley,bishop,newman morris circuit,shiloah,wickepih,wa,1970-01-01,2711,2711_bi,730
demie,madigan,,fawkne street,evergreen,bunyip,6007,sa,19940729.0,5071854,id9878271200,demie,madigan,fawkne street,evergreen,bunyip,sa,1970-01-01,6007,6007_ma,731
timothy,ebert,8.0,devonport street,mount patrick,somerset,6105,nsw,19450222.0,4573952,id4323746587,timothy,ebert,devonport street,mount patrick,somerset,nsw,1970-01-01,6105,6105_eb,732
emiily,bullock,57.0,ivo whitto n circuit,kacadoo,blackburn north,3746,nsw,19470901.0,2457694,id8256578033,emiily,bullock,ivo whitto n circuit,kacadoo,blackburn north,nsw,1970-01-01,3746,3746_bu,733
kyle,bizjak,60.0,ferrier place,yarrimbah,boyanup,3074,nsw,19701103.0,5773280,id5512124878,kyle,bizjak,ferrier place,yarrimbah,boyanup,nsw,1970-01-01,3074,3074_bi,734
zachary,owerko,4.0,bendigo ttreet,maroubra beach,maclean,2756,vic,19470101.0,4914201,id9602890002,zachary,owerko,bendigo ttreet,maroubra beach,maclean,vic,1970-01-01,2756,2756_ow,701
mackenzie,nicolle,16.0,snowden place,windsor lodge,greenhill,2152,nsw,19420118.0,2858815,id3354921813,mackenzie,nicolle,snowden place,windsor lodge,greenhill,nsw,1970-01-01,2152,2152_ni,735
izaac,quill,10.0,lexcen avenue,lochenfels,redbank plains,2731,wa,19600320.0,9582347,id7281314510,izaac,quill,lexcen avenue,lochenfels,redbank plains,wa,1970-01-01,2731,2731_qu,736
tahlia,vacchiani,67.0,newland street,tahmoor,blackbutt,2304,qld,19041007.0,5476244,id7550306401,tahlia,vacchiani,newland street,tahmoor,blackbutt,qld,1970-01-01,2304,2304_va,737
grossman,tara,1.0,denovan circuit,greigs flat,eastern heights,2560,qld,19500910.0,2324149,id9237263346,grossman,tara,denovan circuit,greigs flat,eastern heights,qld,1970-01-01,2560,2560_ta,738
williiam,dowley,15.0,terewah circuit,,poolaijelo,4108,sa,19230716.0,7001131,id3449964427,williiam,dowley,terewah circuit,,poolaijelo,sa,1970-01-01,4108,4108_do,739
olivia,felmingham,32.0,anglissp lace,cranbrook,annandale,2604,nsw,19860811.0,5148092,id0070519116,olivia,felmingham,anglissp lace,cranbrook,annandale,nsw,1970-01-01,2604,2604_fe,740
jasmyn,seehusen,198.0,alfred hill drive,sun city resort,elwood,3496,vic,19440409.0,4444319,id6947890236,jasmyn,seehusen,alfred hill drive,sun city resort,elwood,vic,1970-01-01,3496,3496_se,741
joshua,villeiqrs,273.0,goyder street,loughmore,adelaide,2484,vic,19730628.0,9653869,id4839761034,joshua,villeiqrs,goyder street,loughmore,adelaide,vic,1970-01-01,2484,2484_vi,742
joshuaz,parr,36.0,,corcoran,bungwahl,2777,vic,19950525.0,7710315,id4383855773,joshuaz,parr,,corcoran,bungwahl,vic,1970-01-01,2777,2777_pa,743
benjamin,akkermans,20.0,macedon crescent,,regentville,4507,sa,19940816.0,6687966,id6055200407,benjamin,akkermans,macedon crescent,,regentville,sa,1970-01-01,4507,4507_ak,744
dominic,flockhart,2.0,oxley street,clear creek,norhtgate,3000,wa,19890621.0,5173538,id4195062585,dominic,flockhart,oxley street,clear creek,norhtgate,wa,1970-01-01,3000,3000_fl,147
seamus,nguyen,98.0,,chobe,yarraville,2107,wa,19960816.0,9574103,id8540722846,seamus,nguyen,,chobe,yarraville,wa,1970-01-01,2107,2107_ng,745
zachary,clarke,2.0,port jackson circuit,masonic memorila village,minchinbury,4470,sa,19731003.0,4301419,id8364968742,zachary,clarke,port jackson circuit,masonic memorila village,minchinbury,sa,1970-01-01,4470,4470_cl,746
david,huddy,40.0,mina wylie crescent,,thornbury,3281,qld,19840327.0,3069553,id6390787232,david,huddy,mina wylie crescent,,thornbury,qld,1970-01-01,3281,3281_hu,747
tyler,statton,4.0,paul coe crescent,belgrave arcade,kingston,3179,vic,19701224.0,9336789,id2220595025,tyler,statton,paul coe crescent,belgrave arcade,kingston,vic,1970-01-01,3179,3179_st,748
benjamin,brock,25.0,rossarden street,north road,mosman,3953,qld,19601113.0,6718212,id6009760367,benjamin,brock,rossarden street,north road,mosman,qld,1970-01-01,3953,3953_br,749
kirra,berry,199.0,davenport street,bryntirion,rylstone,4703,wa,19530221.0,1915716,id3162145409,kirra,berry,davenport street,bryntirion,rylstone,wa,1970-01-01,4703,4703_be,750
jade,zimmermann,33.0,nepean place,holloway haven,scarborough,4573,nsw,19351222.0,8890859,id0776069202,jade,zimmermann,nepean place,holloway haven,scarborough,nsw,1970-01-01,4573,4573_zi,751
lachlan,mcgregor,,,ocean star villas,eastwood,2615,nsw,19051211.0,2003775,id6914995724,lachlan,mcgregor,,ocean star villas,eastwood,nsw,1970-01-01,2615,2615_mc,752
carlin,dabinet,8.0,holden ipace,park lane estate,southern river,2730,sa,19550806.0,9757461,id3587356415,carlin,dabinet,holden ipace,park lane estate,southern river,sa,1970-01-01,2730,2730_da,753
chloy,mcphie,5.0,robertson street,langleigh,swanwick,4262,qld,19340310.0,5324627,id8034362076,chloy,mcphie,robertson street,langleigh,swanwick,qld,1970-01-01,4262,4262_mc,754
oscar,ferris,1.0,shore place,leisure living vlge,hamilton,3128,nt,19080521.0,3835190,id1033566529,oscar,ferris,shore place,leisure living vlge,hamilton,nt,1970-01-01,3128,3128_fe,755
stella,chandker,50.0,ebden street,rosetta village,harbord,6304,vic,19741215.0,8164610,id9787035845,stella,chandker,ebden street,rosetta village,harbord,vic,1970-01-01,6304,6304_ch,34
flynn,weller,23.0,woollum street,allu nga,surreyh ills,2870,qld,19700106.0,9438862,id1530756508,flynn,weller,woollum street,allu nga,surreyh ills,qld,1970-01-01,2870,2870_we,756
melanie,bourras,74.0,inwood place,gorgecreek rchards,hoppers crossing,2203,nsw,19971016.0,9221934,id1229277530,melanie,bourras,inwood place,gorgecreek rchards,hoppers crossing,nsw,1970-01-01,2203,2203_bo,757
noah,campbell,9.0,pryor place,,montagu bay,4059,vic,19290211.0,5025398,id9475422238,noah,campbell,pryor place,,montagu bay,vic,1970-01-01,4059,4059_ca,758
benjamin,weller,33.0,swanton street,morago,,7305,nsw,19540118.0,7771880,id7847670683,benjamin,weller,swanton street,morago,,nsw,1970-01-01,7305,7305_we,438
de vmga,kayne,25.0,canna n crescent,glen rock,rivett,4020,vic,19581106.0,7272068,id0851931833,de vmga,kayne,canna n crescent,glen rock,rivett,vic,1970-01-01,4020,4020_ka,759
morrison,grace,66.0,quinlivan crescent,greengrove,caulfield north,4120,vic,19460909.0,3999669,id6841826481,morrison,grace,quinlivan crescent,greengrove,caulfield north,vic,1970-01-01,4120,4120_gr,760
joshua,beadle,19.0,williamson street,lignum,orange,3193,vic,19570308.0,1429771,id7602379916,joshua,beadle,williamson street,lignum,orange,vic,1970-01-01,3193,3193_be,761
jemma,vincent,4.0,bangalay crescent,rivergum van park,wentworth falls,2572,sa,19480628.0,5700864,id9860722837,jemma,vincent,bangalay crescent,rivergum van park,wentworth falls,sa,1970-01-01,2572,2572_vi,762
kaela,webb,85.0,mehaffey crescent,palestine,surry hills,3194,nsw,,8660997,id4984648408,kaela,webb,mehaffey crescent,palestine,surry hills,nsw,,3194,3194_we,763
anton,miles,45.0,de little c ircuit,hamilton park,cooroy,4202,vic,19100212.0,9909697,id0594553827,anton,miles,de little c ircuit,hamilton park,cooroy,vic,1970-01-01,4202,4202_mi,764
caleb,challenor,1.0,wellingtfn street,kinrossfarm,cronulla,5109,vic,19600213.0,2694239,id7347135265,caleb,challenor,wellingtfn street,kinrossfarm,cronulla,vic,1970-01-01,5109,5109_ch,765
isabella,clarke,59.0,gillespie street,flr 5 john flynnkmedical centre,mount victoria,2147,act,19950110.0,4409764,id2929495393,isabella,clarke,gillespie street,flr 5 john flynnkmedical centre,mount victoria,act,1970-01-01,2147,2147_cl,766
ethan,callahan,298.0,meyrickplace,,tarragindi,3961,nsw,19901001.0,4525246,id4000987703,ethan,callahan,meyrickplace,,tarragindi,nsw,1970-01-01,3961,3961_ca,767
imogen,doody,33.0,byrnes place,,kilsyth,2176,tas,19220807.0,7959638,id6313833820,imogen,doody,byrnes place,,kilsyth,tas,1970-01-01,2176,2176_do,768
jack,artis,49.0,macfarland crescent,tulla burra,springfield,4019,vic,19810320.0,5959224,id3038303247,jack,artis,macfarland crescent,tulla burra,springfield,vic,1970-01-01,4019,4019_ar,769
liam,grubb,63.0,rowell place,argyle,kotara south,3002,qld,19660416.0,6643838,id5322978139,liam,grubb,rowell place,argyle,kotara south,qld,1970-01-01,3002,3002_gr,251
madisoen,welller,11.0,coplanddrive,,birmingha m gardens,4350,wa,19341024.0,6281502,id4474590762,madisoen,welller,coplanddrive,,birmingha m gardens,wa,1970-01-01,4350,4350_we,770
jake,grosser,3.0,lexcen avenue,horseshoe bend,bomaderry,2161,vic,19670227.0,8695287,id0170645078,jake,grosser,lexcen avenue,horseshoe bend,bomaderry,vic,1970-01-01,2161,2161_gr,117
riley,george,2.0,alice jackson crescent,jewells medical centre,athelstone,3912,,19901121.0,9927435,id8185653556,riley,george,alice jackson crescent,jewells medical centre,athelstone,,1970-01-01,3912,3912_ge,771
lily,sideris,16.0,hallstrom circuit,joro be,surry hills,6012,nsw,19150910.0,9848730,id6327377244,lily,sideris,hallstrom circuit,joro be,surry hills,nsw,1970-01-01,6012,6012_si,325
tristan,ca rp,222.0,marchant circuit,georgdeale,campbelltown,2193,nsw,19281204.0,1421166,id3379516905,tristan,ca rp,marchant circuit,georgdeale,campbelltown,nsw,1970-01-01,2193,2193_ca,772
cameron,bishop,4.0,chillagoe street,edith hall,numeralla,6152,sa,19290325.0,8928429,id1979436379,cameron,bishop,chillagoe street,edith hall,numeralla,sa,1970-01-01,6152,6152_bi,498
coleman,jack,312.0,andersom street,,north sydney,2486,nsw,19851226.0,3498401,id7936735853,coleman,jack,andersom street,,north sydney,nsw,1970-01-01,2486,2486_ja,773
indyana,stagoll,13.0,stockdale street,norfolk park,morwell,4101,qld,19951122.0,3143553,id5034249915,indyana,stagoll,stockdale street,norfolk park,morwell,qld,1970-01-01,4101,4101_st,774
noah,gamlin,18.0,canning street,villa 183,mosman,7202,sa,19091023.0,6692641,id8618217673,noah,gamlin,canning street,villa 183,mosman,sa,1970-01-01,7202,7202_ga,775
isabella,whitei,,monaro highway,jarara,beaumaris,2619,nsw,19521225.0,6048503,id1737511103,isabella,whitei,monaro highway,jarara,beaumaris,nsw,1970-01-01,2619,2619_wh,776
drechsler,samantha,52.0,mara place,tower b rockdale,rochedale south,5495,nsw,19330422.0,8882745,id1272916077,drechsler,samantha,mara place,tower b rockdale,rochedale south,nsw,1970-01-01,5495,5495_sa,777
andrew,gilbertson,12.0,anembo street,apt 312 the rock wall,nedlands,4702,nsw,19460513.0,1862712,id5514047683,andrew,gilbertson,anembo street,apt 312 the rock wall,nedlands,nsw,1970-01-01,4702,4702_gi,445
riddell,kirra,27.0,rene wtreet,medical centre,burpengary,2747,qld,19140824.0,2031732,id5659087714,riddell,kirra,rene wtreet,medical centre,burpengary,qld,1970-01-01,2747,2747_ki,778
holly,stoker,5.0,ballumbiw street,chetwyhd,kirrawee,6009,vic,19300121.0,8123371,id6480263696,holly,stoker,ballumbiw street,chetwyhd,kirrawee,vic,1970-01-01,6009,6009_st,248
hugh,rusack,19.0,biddell place,kolora,carlingford,4744,nsw,19970623.0,7482555,id3021100912,hugh,rusack,biddell place,kolora,carlingford,nsw,1970-01-01,4744,4744_ru,779
emalcene,ryan,26.0,lance hill avenue,cameroo,forest hill,3070,nsw,19720615.0,5185238,id0301856628,emalcene,ryan,lance hill avenue,cameroo,forest hill,nsw,1970-01-01,3070,3070_ry,780
sophie,butlock,6.0,boolee street,,port fairy,6076,sa,19361014.0,3859714,id8705714718,sophie,butlock,boolee street,,port fairy,sa,1970-01-01,6076,6076_bu,375
domenique,paterson,15.0,merewether pu blic school,lubum aplace,greensborough,3138,qld,19160017.0,4957843,id4529211566,domenique,paterson,merewether pu blic school,lubum aplace,greensborough,qld,1970-01-01,3138,3138_pa,781
alicia,webb,1215.0,fisken crescent,,hurlstone park,2144,qld,19990527.0,9846267,id1626958830,alicia,webb,fisken crescent,,hurlstone park,qld,1970-01-01,2144,2144_we,782
connor,rawlings,70.0,corin place,oxford,kuraby,4216,qld,19330925.0,2464828,id1004600146,connor,rawlings,corin place,oxford,kuraby,qld,1970-01-01,4216,4216_ra,158
davi d,huddy,1.0,mina wylie crescent,arthella,thornbury,3281,qld,19840327.0,3069553,id9724127605,davi d,huddy,mina wylie crescent,arthella,thornbury,qld,1970-01-01,3281,3281_hu,747
madeline,belling,14.0,jackie howe crescent,golambio cottage,picnic point,4053,nsw,19600218.0,8795054,id1253651997,madeline,belling,jackie howe crescent,golambio cottage,picnic point,nsw,1970-01-01,4053,4053_be,783
aleish,mcelwee,34.0,osburn drive,parraweena,condell park,5237,act,19440525.0,2532051,id2978643265,aleish,mcelwee,osburn drive,parraweena,condell park,act,1970-01-01,5237,5237_mc,70
samuel,ryan,512.0,hilder street,state bank arcade,davistown,2300,sa,19830613.0,5653742,id3042207847,samuel,ryan,hilder street,state bank arcade,davistown,sa,1970-01-01,2300,2300_ry,784
ethan,pringle,2.0,o'connell street,,urana,5108,qld,19510914.0,6472293,id5769457657,ethan,pringle,o'connell street,,urana,qld,1970-01-01,5108,5108_pr,689
mikaela,white,4.0,anzac park,villa 5,blair athol,4557,vic,19811017.0,4853274,id4969653213,mikaela,white,anzac park,villa 5,blair athol,vic,1970-01-01,4557,4557_wh,785
jacob,marampon,39.0,lowanna street,glenveagh,keysborough,3806,vic,19820914.0,7380723,id3563805090,jacob,marampon,lowanna street,glenveagh,keysborough,vic,1970-01-01,3806,3806_ma,786
cooper,coxon,8.0,downard sstreet,homew ood,laaneocorie,3128,sa,19070923.0,5430172,id7560754917,cooper,coxon,downard sstreet,homew ood,laaneocorie,sa,1970-01-01,3128,3128_co,787
riley,lodge,22.0,chuculba c rescent,yarramine park,lower tempelstowe,2199,vic,19580921.0,7498288,id5784280750,riley,lodge,chuculba c rescent,yarramine park,lower tempelstowe,vic,1970-01-01,2199,2199_lo,788
sophie,mason,26.0,untz1,may mills close,craigomre,2622,nsw,19700207.0,1317086,id3900139993,sophie,mason,untz1,may mills close,craigomre,nsw,1970-01-01,2622,2622_ma,789
tara,grossman,1.0,denovan circuit,greigs flat,eastern heights,2560,qld,19500910.0,2324149,id1783229307,tara,grossman,denovan circuit,greigs flat,eastern heights,qld,1970-01-01,2560,2560_gr,790
jonah,nguyen,8.0,dalley crescent,,kingaroy,2607,nsw,19591019.0,9550440,id6038205318,jonah,nguyen,dalley crescent,,kingaroy,nsw,1970-01-01,2607,2607_ng,155
samatnha,drechsler,52.0,mara place,tower b rockdale,rochedale south,5459,nsw,19330422.0,8882745,id3008438606,samatnha,drechsler,mara place,tower b rockdale,rochedale south,nsw,1970-01-01,5459,5459_dr,791
henry,bloomfield,20.0,bendigo retirement village,mcdougal lstreet,rosebud,4563,wa,19321112.0,1646845,id2627294034,henry,bloomfield,bendigo retirement village,mcdougal lstreet,rosebud,wa,1970-01-01,4563,4563_bl,792
aloysius,jolly,14.0,morehead street,gleneira,scarborough,4078,qld,19170308.0,2866938,id4272615013,aloysius,jolly,morehead street,gleneira,scarborough,qld,1970-01-01,4078,4078_jo,793
indiana,goonan,4.0,sparkes close,corinell aglen,carnegie,3135,nsw,19610313.0,9556041,id0057320369,indiana,goonan,sparkes close,corinell aglen,carnegie,nsw,1970-01-01,3135,3135_go,794
tyler,george,41.0,murrung crescent,elizabeth residential village,beaconsfield upper,5606,nsw,19870504.0,7345262,id8826013969,tyler,george,murrung crescent,elizabeth residential village,beaconsfield upper,nsw,1970-01-01,5606,5606_ge,795
jackson,eglinron,840.0,mountview,fowles treet,burlei gh heads,2803,sa,19830807.0,2932837,id5908275237,jackson,eglinron,mountview,fowles treet,burlei gh heads,sa,1970-01-01,2803,2803_eg,796
